MAP    ,FACILITY    ,STREET    ,CITY    ,ST    ,ZIP    ,DIST    ,MILES    ,DIR    ,REL ELEV    ,ELEV    ,Elev Diff from TP    ,TP    ,DB NAME    ,FIELD DESC    ,FIELD VALUE    ,EPA-ID    ,EDR ID    
C13,KORNMANN AL & ED,6487   SAN PABLO AVE,OAKLAND,CA,,290,0.055,ENE,High,43,5,,EDR Hist Auto,,,,1009012587
C14,BERGERON NARS,6501   SAN PABLO AVE,OAKLAND,CA,,297,0.056,ENE,High,43,5,,EDR Hist Auto,,,,1009012615
D15,SMITH A E,6412   SAN PABLO AVE,OAKLAND,CA,,330,0.063,E,High,42,4,,EDR Hist Auto,,,,1009014878
C16,COBINE MYRTLE MRS,6516   SAN PABLO AVE,OAKLAND,CA,,339,0.064,NE,High,44,6,,EDR Hist Cleaner,,,,1009139866
B17,UNKNOWN,UNKNOWN 64TH & 65TH ST,EMERYVILLE,CA,94617,340,0.064,S,Low,36,-2,,CPS-SLIC,Facility Status,Completed - Case Closed,,S106161944
B17,UNKNOWN,UNKNOWN 64TH & 65TH ST,EMERYVILLE,CA,94617,340,0.064,S,Low,36,-2,,CPS-SLIC,Facility Id,01S0425,,S106161944
B17,UNKNOWN,UNKNOWN 64TH & 65TH ST,EMERYVILLE,CA,94617,340,0.064,S,Low,36,-2,,CPS-SLIC,Global Id,T0600191542,,S106161944
B17,UNKNOWN,UNKNOWN 64TH & 65TH ST,EMERYVILLE,CA,94617,340,0.064,S,Low,36,-2,,CERS,,,,S106161944
C18,OAKLAND - TIGHTHEAD,6549 SAN PABLO AVE,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,HIST UST,Facility Id,00000041770,,U001599298
C19,DOROTHY WARBURTON,6549 SAN PABLO AVE,OAKLAND,CA,946080000,348,0.066,NNE,High,41,3,,HAZNET,GEPAID,CAC002134897,,S112899813
C20,MYERS DRUM - OAKLAND,6549 SAN PABLO AVE,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,FINDS,Registry ID:,110002635131,110002635131,1000369037
C20,MYERS DRUM - OAKLAND,6549 SAN PABLO AVE,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,ECHO,Registry ID,110002635131,110002635131,1000369037
C20,MYERS DRUM - OAKLAND,6549 SAN PABLO AVE,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,CA FID UST,Facility Id,01002689,110002635131,1000369037
C20,MYERS DRUM - OAKLAND,6549 SAN PABLO AVE,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,CA FID UST,Status,A,110002635131,1000369037
C20,MYERS DRUM - OAKLAND,6549 SAN PABLO AVE,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,HIST UST,Facility Id,00000014527,110002635131,1000369037
C20,MYERS DRUM - OAKLAND,6549 SAN PABLO AVE,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,DEED,Status,CERTIFIED O&M - LAND USE RESTRICTIONS ONLY,110002635131,1000369037
C20,MYERS DRUM - OAKLAND,6549 SAN PABLO AVE,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,DEED,Envirostor ID,1340111,110002635131,1000369037
C20,MYERS DRUM - OAKLAND,6549 SAN PABLO AVE,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,EMI,Facility Id,1762,110002635131,1000369037
C20,MYERS DRUM - OAKLAND,6549 SAN PABLO AVE,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,ENVIROSTOR,Status,Certified O&M - Land Use Restrictions Only,110002635131,1000369037
C20,MYERS DRUM - OAKLAND,6549 SAN PABLO AVE,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,ENVIROSTOR,Facility Id,1340111,110002635131,1000369037
C20,MYERS DRUM - OAKLAND,6549 SAN PABLO AVE,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,RESPONSE,Status,Certified O&M - Land Use Restrictions Only,110002635131,1000369037
C20,MYERS DRUM - OAKLAND,6549 SAN PABLO AVE,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,RESPONSE,Facility Id,1340111,110002635131,1000369037
C20,MYERS DRUM - OAKLAND,6549 SAN PABLO AVE,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,HIST CORTESE,Reg Id,01340111,110002635131,1000369037
C20,MYERS DRUM - OAKLAND,6549 SAN PABLO AVE,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,NON-CASE INFO,,,110002635131,1000369037
C20,MYERS DRUM - OAKLAND,6549 SAN PABLO AVE,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,CERS,,,110002635131,1000369037
C21,MYERS CONTAINER CORP,6549 SAN PABLO AVE,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,CPS-SLIC,Facility Id,SLT2O190293,,1007287372
C21,MYERS CONTAINER CORP,6549 SAN PABLO AVE,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,SWEEPS UST,Status,A,,1007287372
C21,MYERS CONTAINER CORP,6549 SAN PABLO AVE,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,SWEEPS UST,Comp Number,41770,,1007287372
C21,MYERS CONTAINER CORP,6549 SAN PABLO AVE,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,SWEEPS UST,Tank Status,A,,1007287372
C22,MYERS DRUM #1,6549 SAN PABLO AVE.,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,SEMS-ARCHIVE,EPA Id,CAD009123217,CAD009123217,1015732673
C22,MYERS DRUM #1,6549 SAN PABLO AVE.,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,SEMS-ARCHIVE,Site ID,0904929,CAD009123217,1015732673
C22,MYERS DRUM #1,6549 SAN PABLO AVE.,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,RCRA-SQG,EPA Id,CAD009123217,CAD009123217,1015732673
C23,MYERS DRUM - OAKLAND,6549 SAN PABLO AVENUE,OAKLAND,CA,94608,348,0.066,NNE,High,41,3,,HIST Cal-Sites,,,,S101272666
C24,MYERS CONTAINER CORP,6549 SAN PABLO AVE,OAKLAND,CA,946080000,348,0.066,NNE,High,41,3,,HAZNET,GEPAID,CAD009123217,,S112999608
D25,BOREL JOS,6400   SAN PABLO AVE,OAKLAND,CA,,357,0.068,E,High,42,4,,EDR Hist Auto,,,,1009014883
E26,CUBERG,1198 65TH ST STE 170,EMERYVILLE,CA,94608,360,0.068,W,Low,33,-5,,CERS,,,,S123101304
E26,CUBERG,1198 65TH ST STE 170,EMERYVILLE,CA,94608,360,0.068,W,Low,33,-5,,CERS HAZ WASTE,,,,S123101304
F27,ARCHDIOCESE OF OAKLAND,6401 SAN PABLO,OAKLAND,CA,946080000,367,0.070,SE,High,40,2,,HAZNET,GEPAID,CAC001404520,,S112888574
F28,ST COLUMBA CHURCH,6401 SAN PABLO AVE,OAKLAND,CA,946081233,367,0.070,SE,High,40,2,,HAZNET,GEPAID,CAC002620896,,S112964130
G29,FOUR CORNERS PROJECT,1251 OCEAN AVE,EMERYVILLE,CA,94608,398,0.075,SW,Low,32,-6,,RCRA-SQG,EPA Id,CAR000189340,CAR000189340,1010562301
G29,FOUR CORNERS PROJECT,1251 OCEAN AVE,EMERYVILLE,CA,94608,398,0.075,SW,Low,32,-6,,HAZNET,GEPAID,CAR000189340,CAR000189340,1010562301
H30,AA JOHNSON & SON INC.,1164 066TH ST,OAKLAND,CA,94608,429,0.081,NNE,High,42,4,,CA FID UST,Facility Id,01002732,,S101580389
H30,AA JOHNSON & SON INC.,1164 066TH ST,OAKLAND,CA,94608,429,0.081,NNE,High,42,4,,CA FID UST,Status,A,,S101580389
H30,AA JOHNSON & SON INC.,1164 066TH ST,OAKLAND,CA,94608,429,0.081,NNE,High,42,4,,SWEEPS UST,Status,A,,S101580389
H30,AA JOHNSON & SON INC.,1164 066TH ST,OAKLAND,CA,94608,429,0.081,NNE,High,42,4,,SWEEPS UST,Comp Number,52190,,S101580389
H30,AA JOHNSON & SON INC.,1164 066TH ST,OAKLAND,CA,94608,429,0.081,NNE,High,42,4,,SWEEPS UST,Tank Status,A,,S101580389
D31,KNOWN,6400 SAN PABLO,OAKLAND,CA,92626,437,0.083,E,High,43,5,,Notify 65,,,,S100178895
D31,KNOWN,6400 SAN PABLO,OAKLAND,CA,92626,437,0.083,E,High,43,5,,LUST,Facility Status,Case Closed,,S100178895
D31,KNOWN,6400 SAN PABLO,OAKLAND,CA,92626,437,0.083,E,High,43,5,,LUST,Status,Completed - Case Closed,,S100178895
D31,KNOWN,6400 SAN PABLO,OAKLAND,CA,92626,437,0.083,E,High,43,5,,LUST,Facility Id,01-1142,,S100178895
D31,KNOWN,6400 SAN PABLO,OAKLAND,CA,92626,437,0.083,E,High,43,5,,LUST,Global Id,T0600101052,,S100178895
D31,KNOWN,6400 SAN PABLO,OAKLAND,CA,92626,437,0.083,E,High,43,5,,LUST,date9,9/27/1994,,S100178895
D31,KNOWN,6400 SAN PABLO,OAKLAND,CA,92626,437,0.083,E,High,43,5,,HIST CORTESE,Reg Id,01-1142,,S100178895
D31,KNOWN,6400 SAN PABLO,OAKLAND,CA,92626,437,0.083,E,High,43,5,,CERS,,,,S100178895
F32,BOLINS SERVICE GARAGE,6335 SAN PABLO,OAKLAND,CA,94608,465,0.088,SE,High,41,3,,Alameda County CS,Status,Pollution Characterization,,S102425527
F32,BOLINS SERVICE GARAGE,6335 SAN PABLO,OAKLAND,CA,94608,465,0.088,SE,High,41,3,,Alameda County CS,Status,Preliminary Site Assessment Workplan Submitted,,S102425527
F32,BOLINS SERVICE GARAGE,6335 SAN PABLO,OAKLAND,CA,94608,465,0.088,SE,High,41,3,,Alameda County CS,Status,Case Closed,,S102425527
F32,BOLINS SERVICE GARAGE,6335 SAN PABLO,OAKLAND,CA,94608,465,0.088,SE,High,41,3,,Alameda County CS,Status,Preliminary Site Assessment Underway,,S102425527
F32,BOLINS SERVICE GARAGE,6335 SAN PABLO,OAKLAND,CA,94608,465,0.088,SE,High,41,3,,Alameda County CS,Status,Remedial Action Underway,,S102425527
F32,BOLINS SERVICE GARAGE,6335 SAN PABLO,OAKLAND,CA,94608,465,0.088,SE,High,41,3,,Alameda County CS,Status,Leak Confirmation,,S102425527
F32,BOLINS SERVICE GARAGE,6335 SAN PABLO,OAKLAND,CA,94608,465,0.088,SE,High,41,3,,Alameda County CS,Record Id,RO0000130,,S102425527
F32,BOLINS SERVICE GARAGE,6335 SAN PABLO,OAKLAND,CA,94608,465,0.088,SE,High,41,3,,LUST,Facility Status,Preliminary site assessment underway,,S102425527
F32,BOLINS SERVICE GARAGE,6335 SAN PABLO,OAKLAND,CA,94608,465,0.088,SE,High,41,3,,LUST,Status,Completed - Case Closed,,S102425527
F32,BOLINS SERVICE GARAGE,6335 SAN PABLO,OAKLAND,CA,94608,465,0.088,SE,High,41,3,,LUST,Facility Id,01-0212,,S102425527
F32,BOLINS SERVICE GARAGE,6335 SAN PABLO,OAKLAND,CA,94608,465,0.088,SE,High,41,3,,LUST,Global Id,T0600100198,,S102425527
F32,BOLINS SERVICE GARAGE,6335 SAN PABLO,OAKLAND,CA,94608,465,0.088,SE,High,41,3,,LUST,date9,Not reported,,S102425527
F32,BOLINS SERVICE GARAGE,6335 SAN PABLO,OAKLAND,CA,94608,465,0.088,SE,High,41,3,,HIST CORTESE,Reg Id,01-0212,,S102425527
F32,BOLINS SERVICE GARAGE,6335 SAN PABLO,OAKLAND,CA,94608,465,0.088,SE,High,41,3,,CERS,,,,S102425527
F33,YAO'S AUTO,6335 SAN PABLO AVE,OAKLAND,CA,946080000,465,0.088,SE,High,41,3,,HAZNET,GEPAID,CAL000233990,,S113115644
C34,BERNARD JOS,6598   SAN PABLO AVE,OAKLAND,CA,,467,0.088,NNE,High,44,6,,EDR Hist Auto,,,,1009014835
C35,OAKLAND PANEL CRAFT,6598 SAN PABLO AVE,OAKLAND,CA,94608,471,0.089,NE,High,45,7,,CERS,,,,S121783549
C35,OAKLAND PANEL CRAFT,6598 SAN PABLO AVE,OAKLAND,CA,94608,471,0.089,NE,High,45,7,,CERS HAZ WASTE,,,,S121783549
C36,OAKLAND PANEL CRAFT,6598 SAN PABLO AVE,OAKLAND,CA,94608,471,0.089,NE,High,45,7,,RCRA-SQG,EPA Id,CAR000278143,CAR000278143,1024089781
C37,QUALITY TUNE UP #36,6598 SAN PABLO AVENUE,OAKLAND,CA,946080000,471,0.089,NE,High,45,7,,HAZNET,GEPAID,CAL922044745,,S113167245
I38,"AA JOHNSON & SON, INC.",1164-66TH STREET,OAKLAND,CA,94608,479,0.091,NNW,High,39,1,,HIST UST,Facility Id,00000052190,,U001599249
I39,AA JOHNSON & SON INC,1164 66TH ST,OAKLAND,CA,94608,479,0.091,NNW,High,39,1,,HIST UST,Facility Id,Not reported,,S104162458
I39,AA JOHNSON & SON INC,1164 66TH ST,OAKLAND,CA,94608,479,0.091,NNW,High,39,1,,Alameda County CS,Status,Verificaiton Monitoring Underway,,S104162458
I39,AA JOHNSON & SON INC,1164 66TH ST,OAKLAND,CA,94608,479,0.091,NNW,High,39,1,,Alameda County CS,Status,Case Closed,,S104162458
I39,AA JOHNSON & SON INC,1164 66TH ST,OAKLAND,CA,94608,479,0.091,NNW,High,39,1,,Alameda County CS,Status,Remedial Action Underway,,S104162458
I39,AA JOHNSON & SON INC,1164 66TH ST,OAKLAND,CA,94608,479,0.091,NNW,High,39,1,,Alameda County CS,Status,Leak Confirmation,,S104162458
I39,AA JOHNSON & SON INC,1164 66TH ST,OAKLAND,CA,94608,479,0.091,NNW,High,39,1,,Alameda County CS,Record Id,RO0000325,,S104162458
I39,AA JOHNSON & SON INC,1164 66TH ST,OAKLAND,CA,94608,479,0.091,NNW,High,39,1,,LUST,Facility Status,Preliminary site assessment underway,,S104162458
I39,AA JOHNSON & SON INC,1164 66TH ST,OAKLAND,CA,94608,479,0.091,NNW,High,39,1,,LUST,Status,Completed - Case Closed,,S104162458
I39,AA JOHNSON & SON INC,1164 66TH ST,OAKLAND,CA,94608,479,0.091,NNW,High,39,1,,LUST,Facility Id,01-1722,,S104162458
I39,AA JOHNSON & SON INC,1164 66TH ST,OAKLAND,CA,94608,479,0.091,NNW,High,39,1,,LUST,Global Id,T0600101593,,S104162458
I39,AA JOHNSON & SON INC,1164 66TH ST,OAKLAND,CA,94608,479,0.091,NNW,High,39,1,,LUST,date9,Not reported,,S104162458
I39,AA JOHNSON & SON INC,1164 66TH ST,OAKLAND,CA,94608,479,0.091,NNW,High,39,1,,HIST CORTESE,Reg Id,01-1722,,S104162458
I39,AA JOHNSON & SON INC,1164 66TH ST,OAKLAND,CA,94608,479,0.091,NNW,High,39,1,,CERS,,,,S104162458
E40,OLIVER LOFTS,1200 65TH ST,EMERYVILLE,CA,94608,487,0.092,W,Low,32,-6,,RCRA-SQG,EPA Id,CAD009113473,CAD009113473,1000921585
E40,OLIVER LOFTS,1200 65TH ST,EMERYVILLE,CA,94608,487,0.092,W,Low,32,-6,,FINDS,Registry ID:,110012530421,CAD009113473,1000921585
E40,OLIVER LOFTS,1200 65TH ST,EMERYVILLE,CA,94608,487,0.092,W,Low,32,-6,,ECHO,Registry ID,110012530421,CAD009113473,1000921585
E40,OLIVER LOFTS,1200 65TH ST,EMERYVILLE,CA,94608,487,0.092,W,Low,32,-6,,CPS-SLIC,Facility Status,Completed - Case Closed,CAD009113473,1000921585
E40,OLIVER LOFTS,1200 65TH ST,EMERYVILLE,CA,94608,487,0.092,W,Low,32,-6,,CPS-SLIC,Facility Id,SLT2O05662,CAD009113473,1000921585
E40,OLIVER LOFTS,1200 65TH ST,EMERYVILLE,CA,94608,487,0.092,W,Low,32,-6,,CPS-SLIC,Global Id,SLT2O05662,CAD009113473,1000921585
E40,OLIVER LOFTS,1200 65TH ST,EMERYVILLE,CA,94608,487,0.092,W,Low,32,-6,,CA FID UST,Facility Id,01001207,CAD009113473,1000921585
E40,OLIVER LOFTS,1200 65TH ST,EMERYVILLE,CA,94608,487,0.092,W,Low,32,-6,,CA FID UST,Status,A,CAD009113473,1000921585
E40,OLIVER LOFTS,1200 65TH ST,EMERYVILLE,CA,94608,487,0.092,W,Low,32,-6,,HIST UST,Facility Id,00000050156,CAD009113473,1000921585
E40,OLIVER LOFTS,1200 65TH ST,EMERYVILLE,CA,94608,487,0.092,W,Low,32,-6,,DEED,Status,COMPLETED - CASE CLOSED,CAD009113473,1000921585
E40,OLIVER LOFTS,1200 65TH ST,EMERYVILLE,CA,94608,487,0.092,W,Low,32,-6,,DEED,Envirostor ID,T0600101005,CAD009113473,1000921585
E40,OLIVER LOFTS,1200 65TH ST,EMERYVILLE,CA,94608,487,0.092,W,Low,32,-6,,Alameda County CS,Status,Case Closed,CAD009113473,1000921585
E40,OLIVER LOFTS,1200 65TH ST,EMERYVILLE,CA,94608,487,0.092,W,Low,32,-6,,Alameda County CS,Record Id,RO0000608,CAD009113473,1000921585
E40,OLIVER LOFTS,1200 65TH ST,EMERYVILLE,CA,94608,487,0.092,W,Low,32,-6,,Alameda County CS,Record Id,RO0002849,CAD009113473,1000921585
E40,OLIVER LOFTS,1200 65TH ST,EMERYVILLE,CA,94608,487,0.092,W,Low,32,-6,,LUST,Facility Status,Case Closed,CAD009113473,1000921585
E40,OLIVER LOFTS,1200 65TH ST,EMERYVILLE,CA,94608,487,0.092,W,Low,32,-6,,LUST,Status,Completed - Case Closed,CAD009113473,1000921585
E40,OLIVER LOFTS,1200 65TH ST,EMERYVILLE,CA,94608,487,0.092,W,Low,32,-6,,LUST,Facility Id,01-1091,CAD009113473,1000921585
E40,OLIVER LOFTS,1200 65TH ST,EMERYVILLE,CA,94608,487,0.092,W,Low,32,-6,,LUST,Global Id,T0600101005,CAD009113473,1000921585
E40,OLIVER LOFTS,1200 65TH ST,EMERYVILLE,CA,94608,487,0.092,W,Low,32,-6,,LUST,date9,6/1/1995,CAD009113473,1000921585
E40,OLIVER LOFTS,1200 65TH ST,EMERYVILLE,CA,94608,487,0.092,W,Low,32,-6,,HIST CORTESE,Reg Id,01-1091,CAD009113473,1000921585
E40,OLIVER LOFTS,1200 65TH ST,EMERYVILLE,CA,94608,487,0.092,W,Low,32,-6,,CERS,,,CAD009113473,1000921585
E41,OLIVER RUBBER CO,1200 65TH ST,OAKLAND,CA,94608,487,0.092,W,Low,32,-6,,HAZNET,GEPAID,CAC001217800,,S112875069
E41,OLIVER RUBBER CO,1200 65TH ST,OAKLAND,CA,94608,487,0.092,W,Low,32,-6,,CIWQS,,,,S112875069
F42,LARGENTI LAURENT,6330   SAN PABLO AVE,OAKLAND,CA,,495,0.094,ESE,High,42,4,,EDR Hist Cleaner,,,,1009139885
H43,FRATELLANZA CLUB INC,1140 66TH ST,OAKLAND,CA,946081115,498,0.094,N,High,41,3,,HAZNET,GEPAID,CAC002624912,,S112966717
F44,QUEENS CLEANERS,6324   SAN PABLO AVE,OAKLAND,CA,,518,0.098,ESE,High,42,4,,EDR Hist Cleaner,,,,1009140515
F45,ARTLINE PRINTING,6323 SAN PABLO AVENUE,OAKLAND,CA,946080000,526,0.100,SE,High,39,1,,HAZNET,GEPAID,CAL920673865,,S113165136
G46,EMERYVILLE REDEVELOPMENT AGENCY,1265-1269 OCEAN AVENUE,EMERYVILLE,CA,946080000,529,0.100,SW,Low,30,-8,,HAZNET,GEPAID,CAC000924384,,S112853368
F47,WILLINGHAM LEE,6335   SAN PABLO AVE,OAKLAND,CA,,542,0.103,SE,High,41,3,,EDR Hist Auto,,,,1009013493
D48,PERCY ADAMS JR SENIOR APARTMENTS,1094 ALCATRAZ,OAKLAND,CA,94608,553,0.105,E,High,44,6,,CPS-SLIC,Facility Status,Open - Site Assessment,,S112942925
D48,PERCY ADAMS JR SENIOR APARTMENTS,1094 ALCATRAZ,OAKLAND,CA,94608,553,0.105,E,High,44,6,,CPS-SLIC,Global Id,T06019746569,,S112942925
D48,PERCY ADAMS JR SENIOR APARTMENTS,1094 ALCATRAZ,OAKLAND,CA,94608,553,0.105,E,High,44,6,,HAZNET,GEPAID,CAC002586187,,S112942925
D48,PERCY ADAMS JR SENIOR APARTMENTS,1094 ALCATRAZ,OAKLAND,CA,94608,553,0.105,E,High,44,6,,CERS,,,,S112942925
D49,PERCY ADAMS JR SENIOR APARTMENTS,1094 ALCATRAZ AVE,OAKLAND,CA,94608,553,0.105,E,High,44,6,,Alameda County CS,Status,Preliminary Site Assessment Underway,,S108218754
D49,PERCY ADAMS JR SENIOR APARTMENTS,1094 ALCATRAZ AVE,OAKLAND,CA,94608,553,0.105,E,High,44,6,,Alameda County CS,Status,Leak Confirmation,,S108218754
