MAP    ,FACILITY    ,STREET    ,CITY    ,ST    ,ZIP    ,DIST    ,MILES    ,DIR    ,REL ELEV    ,ELEV    ,Elev Diff from TP    ,TP    ,DB NAME    ,FIELD DESC    ,FIELD VALUE    ,EPA-ID    ,EDR ID    
C39,CALIFORNIA HIGHWAY PATROL,355 CONVENTION WY,REDWOOD CITY,CA,94063,153,0.029,NW,High,4,0,,CERS TANKS,,,,S121771811
C39,CALIFORNIA HIGHWAY PATROL,355 CONVENTION WY,REDWOOD CITY,CA,94063,153,0.029,NW,High,4,0,,CERS HAZ WASTE,,,,S121771811
C40,CALIFORNIA HIGHWAY PATROL,355 CONVENTION WAY,REDWOOD CITY,CA,94063,153,0.029,NW,High,4,0,,CA FID UST,Status,A,,S101630215
C40,CALIFORNIA HIGHWAY PATROL,355 CONVENTION WAY,REDWOOD CITY,CA,94063,153,0.029,NW,High,4,0,,CA FID UST,Facility Id,41000852,,S101630215
C40,CALIFORNIA HIGHWAY PATROL,355 CONVENTION WAY,REDWOOD CITY,CA,94063,153,0.029,NW,High,4,0,,SWEEPS UST,Status,Not reported,,S101630215
C40,CALIFORNIA HIGHWAY PATROL,355 CONVENTION WAY,REDWOOD CITY,CA,94063,153,0.029,NW,High,4,0,,SWEEPS UST,Status,A,,S101630215
C40,CALIFORNIA HIGHWAY PATROL,355 CONVENTION WAY,REDWOOD CITY,CA,94063,153,0.029,NW,High,4,0,,SWEEPS UST,Comp Number,607,,S101630215
C40,CALIFORNIA HIGHWAY PATROL,355 CONVENTION WAY,REDWOOD CITY,CA,94063,153,0.029,NW,High,4,0,,SWEEPS UST,Comp Number,330151,,S101630215
C40,CALIFORNIA HIGHWAY PATROL,355 CONVENTION WAY,REDWOOD CITY,CA,94063,153,0.029,NW,High,4,0,,SWEEPS UST,Tank Status,Not reported,,S101630215
C40,CALIFORNIA HIGHWAY PATROL,355 CONVENTION WAY,REDWOOD CITY,CA,94063,153,0.029,NW,High,4,0,,SWEEPS UST,Tank Status,A,,S101630215
C41,CALIFORNIA HIGHWAY PATROL #330 REDWOOD CITY,355 CONVENTION WAY,REDWOOD CITY,CA,94063-1475,153,0.029,NW,High,4,0,,RCRA NonGen / NLR,EPA Id,CAL000115817,CAL000115817,1024792099
C42,CALIFORNIA HIGHWAY PATROL #330 REDWOOD CITY,355 CONVENTION WAY,REDWOOD CITY,CA,940631475,153,0.029,NW,High,4,0,,HAZNET,GEPAID,CAL000115817,,S113066053
C43,CHP REDWOOD,355 CONVENTION WAY,REDWOOD CITY,CA,94063,153,0.029,NW,High,4,0,,UST,Facility Id,41--022449,,U003782652
C43,CHP REDWOOD,355 CONVENTION WAY,REDWOOD CITY,CA,94063,153,0.029,NW,High,4,0,,UST,Facility Id,41-000-009033,,U003782652
C44,CALIFORNIA HIGHWAY PATROL,355 CONVENTION,REDWOOD CITY,CA,94063,153,0.029,NW,High,4,0,,San Mateo Co. BI,Facility Id,FA0009033,,S113755453
C45,CALIFORNIA HIGHWAY PATROL,355 CONVENTION WAY,REDWOOD CITY,CA,94063,153,0.029,NW,High,4,0,,HIST UST,Facility Id,00000035409,,U001594542
C45,CALIFORNIA HIGHWAY PATROL,355 CONVENTION WAY,REDWOOD CITY,CA,94063,153,0.029,NW,High,4,0,,HIST UST,Facility Id,00000017970,,U001594542
D46,"AVRAM C. GREENSPAN, M.D.",609 PRICE,REDWOOD CITY,CA,94063,162,0.031,W,High,5,1,,San Mateo Co. BI,Facility Id,FA0026582,,S123181383
B47,DEPT OF MOTOR VEHICLES,300 BREWSTER AVE,REDWOOD CITY,CA,94063,222,0.042,SSE,High,6,2,,HAZNET,GEPAID,CAC002637341,,S112974670
B48,DEPT OF MOTOR VEHICLES,300 BREWSTER AVE,REDWOOD CITY,CA,94063,222,0.042,SSE,High,6,2,,HAZNET,GEPAID,CAC002609421,,S112957016
B49,DEPARTMENT OF MOTOR VEHICLES,300 BREWSTER AVE,REDWOOD CITY,CA,940631707,222,0.042,SSE,High,6,2,,HAZNET,GEPAID,CAC002642283,,S112977859
C50,PENINSULA HARLEY DAVIDSON,380 CONVENTION,REDWOOD CITY,CA,94063,239,0.045,NNW,High,6,2,,San Mateo Co. BI,Facility Id,FA0022615,,S113756787
C51,PENINSULA HARLEY-DAVIDSON,380 CONVENTION WAY,REDWOOD CITY,CA,940630000,239,0.045,NNW,High,6,2,,HAZNET,GEPAID,CAL000156689,,S113083629
D52,MARCHI THERMAL SYSTEMS INC,620 PRICE,REDWOOD CITY,CA,94063,253,0.048,WSW,High,6,2,,San Mateo Co. BI,Facility Id,FA0040201,,S113758528
D53,EVE BIOMEDICAL,620 PRICE AVE,REDWOOD CITY,CA,94063,253,0.048,WSW,High,6,2,,HAZNET,GEPAID,CAL000404279,,S118938237
D54,CELERITY INC,620 PRICE,REDWOOD CITY,CA,94063,253,0.048,WSW,High,6,2,,San Mateo Co. BI,Facility Id,FA0023975,,S113757038
D55,PRICE ASSOCIATES,595 PRICE AVE.,REDWOOD CITY,CA,94063,281,0.053,W,High,5,1,,HAZNET,GEPAID,CAC002768515,,S118208242
D56,JUMPSTART MD,595 PRICE,REDWOOD CITY,CA,94063,281,0.053,W,High,5,1,,San Mateo Co. BI,Facility Id,FA0051791,,S123183197
D57,KID KARE ASSOCIATES,595 PRICE,REDWOOD CITY,CA,94063,281,0.053,W,High,5,1,,San Mateo Co. BI,Facility Id,FA0026568,,S123181376
E58,NATIONAL WEATHER SERVICE,660 PRICE,REDWOOD CITY,CA,94063,284,0.054,SW,High,6,2,,San Mateo Co. BI,Facility Id,FA0016619,,S113756246
E59,NATIONAL WEATHER SERVICE,660 PRICE AVE,REDWOOD CITY,CA,94063,284,0.054,SW,High,6,2,,HIST UST,Facility Id,00000058508,,U001560189
E59,NATIONAL WEATHER SERVICE,660 PRICE AVE,REDWOOD CITY,CA,94063,284,0.054,SW,High,6,2,,SWEEPS UST,Status,A,,U001560189
E59,NATIONAL WEATHER SERVICE,660 PRICE AVE,REDWOOD CITY,CA,94063,284,0.054,SW,High,6,2,,SWEEPS UST,Comp Number,330212,,U001560189
E59,NATIONAL WEATHER SERVICE,660 PRICE AVE,REDWOOD CITY,CA,94063,284,0.054,SW,High,6,2,,SWEEPS UST,Tank Status,A,,U001560189
E60,P R C INC,660 PRICE AVE,REDWOOD CITY,CA,94063,284,0.054,SW,High,6,2,,FINDS,Registry ID:,110002742006,CAD981663560,1000984880
E60,P R C INC,660 PRICE AVE,REDWOOD CITY,CA,94063,284,0.054,SW,High,6,2,,RCRA NonGen / NLR,EPA Id,CAD981663560,CAD981663560,1000984880
E60,P R C INC,660 PRICE AVE,REDWOOD CITY,CA,94063,284,0.054,SW,High,6,2,,ECHO,Registry ID,110002742006,CAD981663560,1000984880
E60,P R C INC,660 PRICE AVE,REDWOOD CITY,CA,94063,284,0.054,SW,High,6,2,,HIST UST,Facility Id,Not reported,CAD981663560,1000984880
E60,P R C INC,660 PRICE AVE,REDWOOD CITY,CA,94063,284,0.054,SW,High,6,2,,HAZNET,GEPAID,CAD981663560,CAD981663560,1000984880
E61,NATIONAL WEATHER SERVICE,660 PRICE AVENUE,REDWOOD CITY,CA,940630000,284,0.054,SW,High,6,2,,HAZNET,GEPAID,CAC000725208,,S112840507
E62,"KKPX-DT SAN FRANCISCO SAN JOSE, OAKLAND ION MEDIA NETWORK",660 PRICE AVE STE B,REDWOOD CITY,CA,94063,284,0.054,SW,High,6,2,,HAZNET,GEPAID,CAC002648819,,S112981623
D63,CAL-STEAM,604 PRICE,REDWOOD CITY,CA,94063,306,0.058,W,High,6,2,,San Mateo Co. BI,Facility Id,FA0013633,,S113755946
D63,CAL-STEAM,604 PRICE,REDWOOD CITY,CA,94063,306,0.058,W,High,6,2,,San Mateo Co. BI,Facility Id,FA0057057,,S113755946
E64,ANIMAL SCAN,410 BREWSTER,REDWOOD CITY,CA,94063,389,0.074,SSW,High,7,3,,San Mateo Co. BI,Facility Id,FA0029138,,S123181954
E65,ANIMAL SCAN LLC,410 BREWSTER AVE,REDWOOD CITY,CA,94063,389,0.074,SSW,High,7,3,,HAZNET,GEPAID,CAL000421490,,S121020735
D66,"EDWARD M. KATZ, M.D., INC",570 PRICE,REDWOOD CITY,CA,94063,433,0.082,W,High,5,1,,San Mateo Co. BI,Facility Id,FA0026609,,S123181394
D67,THE LABORATORY,570 PRICE,REDWOOD CITY,CA,94063,433,0.082,W,High,5,1,,San Mateo Co. BI,Facility Id,FA0062460,,S123184302
D68,1X GLENN WILLIAMS,570 PRICE AVE,REDWOOD CITY,CA,940630000,433,0.082,W,High,5,1,,HAZNET,GEPAID,CAC000084229,,S123707863
D69,DR JAN RYDFORS,570 PRICE AVE STE 100,REDWOOD CITY,CA,940631433,433,0.082,W,High,5,1,,HAZNET,GEPAID,CAC002824196,,S118925120
D70,PACIFIC FRONTIER,570 PRICE,REDWOOD CITY,CA,94063,433,0.082,W,High,5,1,,San Mateo Co. BI,Facility Id,FA0037568,,S123182305
D71,BLOOD CENTERS OF THE PACIFIC-RC CTR,570 PRICE,REDWOOD CITY,CA,940631434,433,0.082,W,High,5,1,,San Mateo Co. BI,Facility Id,FA0038093,,S123182326
F72,RON CHUCK ENGINEERING,375 CONVENTION,REDWOOD CITY,CA,94063,487,0.092,NW,Low,3,-1,,San Mateo Co. BI,Facility Id,FA0024006,,S113757051
F73,RON CHUCK ENGINEERING,375 CONVENTION WY #6,REDWOOD CITY,CA,94063-0000,487,0.092,NW,Low,3,-1,,RCRA NonGen / NLR,EPA Id,CAL000238557,CAL000238557,1024802198
74,A & H ENTERPRISES INC,550 PRICE AVE,REDWOOD CITY,CA,94063,520,0.098,W,High,5,1,,EDR Hist Auto,,,,1021843689
G75,SEQUOIA OCCUPATIONAL HLTH SVCS,633 VETERANS,REDWOOD CITY,CA,94063,522,0.099,WSW,High,8,4,,San Mateo Co. BI,Facility Id,FA0027756,,S123181647
G76,SEQUOIA HOSPITAL DISTRICT,633 VETERANS BLVD,REDWOOD CITY,CA,940630000,522,0.099,WSW,High,8,4,,HAZNET,GEPAID,CAL000142604,,S113078157
G77,SEQUOIA OCCUPATIONAL HEALTH SV,633 VETERANS,REDWOOD CITY,CA,94063,522,0.099,WSW,High,8,4,,San Mateo Co. BI,Facility Id,FA0023733,,S113756976
G77,SEQUOIA OCCUPATIONAL HEALTH SV,633 VETERANS,REDWOOD CITY,CA,94063,522,0.099,WSW,High,8,4,,San Mateo Co. BI,Facility Id,FA0026603,,S113756976
H78,CENTURY 12 PLEX,557 BAYSHORE,REDWOOD CITY,CA,94063,524,0.099,N,High,6,2,,San Mateo Co. BI,Facility Id,FA0008061,,S123180111
H79,STEVE HARPER,557 EAST BAYSHORE,REDWOOD CITY,CA,94061,524,0.099,N,High,6,2,,RCRA NonGen / NLR,EPA Id,CAC002975717,CAC002975717,1024755892
I80,THE MATHESON CO,333 MAIN ST,REDWOOD CITY,CA,940631729,531,0.101,SSE,High,8,4,,HAZNET,GEPAID,CAC002627003,,S112968058
I81,333 MAIN ST,333 MAIN ST,REDWOOD CITY,CA,94063,531,0.101,SSE,High,8,4,,HAZNET,GEPAID,CAC002634021,,S112972596
G82,CENTER FOR ENHANCED RECOVERY,617 VETERANS,REDWOOD CITY,CA,94063,537,0.102,WSW,High,7,3,,San Mateo Co. BI,Facility Id,FA0060298,,S123184116
G83,TYPOGRAPHY PLUS,617 VETERAN BLVD,REDWOOD CITY,CA,940630000,537,0.102,WSW,High,7,3,,HAZNET,GEPAID,CAL000113600,,S123618457
F84,SHEN INFINITI,386 CONVENTION WAY,REDWOOD CITY,CA,940630000,542,0.103,NW,Low,2,-2,,HAZNET,GEPAID,CAL000146403,,S113080496
F85,PENINSULA INFINITI LLC,386 CONVENTION WAY,REDWOOD CITY,CA,94063,544,0.103,NW,Low,0,-4,,HAZNET,GEPAID,CAL000276307,,S113129069
F86,PENINSULA INFINITI,386 CONVENTION WY,REDWOOD CITY,CA,94063,544,0.103,NW,Low,0,-4,,San Mateo Co. BI,Facility Id,FA0024718,,S121744801
F86,PENINSULA INFINITI,386 CONVENTION WY,REDWOOD CITY,CA,94063,544,0.103,NW,Low,0,-4,,CERS,,,,S121744801
F86,PENINSULA INFINITI,386 CONVENTION WY,REDWOOD CITY,CA,94063,544,0.103,NW,Low,0,-4,,CERS HAZ WASTE,,,,S121744801
F87,PENINSULA INFINITI LLC,386 CONVENTION WAY,REDWOOD CITY,CA,94063,544,0.103,NW,Low,0,-4,,RCRA NonGen / NLR,EPA Id,CAL000276307,CAL000276307,1024807810
G88,UNITED DENTAL,647 VETERANS,REDWOOD CITY,CA,94063,596,0.113,SW,High,8,4,,San Mateo Co. BI,Facility Id,FA0046692,,S123182687
G89,UNITED DENTAL,647 VETERANS BLVD,REDWOOD CITY,CA,94063,596,0.113,SW,High,8,4,,RCRA NonGen / NLR,EPA Id,CAL000410917,CAL000410917,1024852019
F90,JORGENSEN PRINTING,303 CONVENTION WAY,REDWOOD CITY,CA,940630000,601,0.114,WNW,High,4,0,,HAZNET,GEPAID,CAL000161763,,S123619990
F91,PM SOLUTIONS DBA MORE AUTOMOTIVE,303 CONVENTION WAY,REDWOOD CITY,CA,94603,601,0.114,WNW,High,4,0,,HAZNET,GEPAID,CAL000420910,,S123634901
F92,PENTAX MEDICAL,303 CONVENTION WAY,REDWOOD CITY,CA,94063,601,0.114,WNW,High,4,0,,RCRA NonGen / NLR,EPA Id,CAC002978180,CAC002978180,1024758338
F93,JOHN BENETTI,303 CONVENTION WAY,REDWOOD CITY,CA,940610000,601,0.114,WNW,High,4,0,,HAZNET,GEPAID,CAC001050656,,S112863299
F94,JORGENSEN PRINTING,303 CONVENTION,REDWOOD CITY,CA,94063,601,0.114,WNW,High,4,0,,San Mateo Co. BI,Facility Id,FA0013524,,S113755937
F95,PM SOLUTIONS DBA MORE AUTOMOTIVE,303 CONVENTION,REDWOOD CITY,CA,94063,601,0.114,WNW,High,4,0,,San Mateo Co. BI,Facility Id,FA0061787,,S121021166
F96,PENTAX MEDICAL,303 CONVENTION WAY,REDWOOD CITY,CA,94063,601,0.114,WNW,High,4,0,,RCRA NonGen / NLR,EPA Id,CAC002991042,CAC002991042,1024771133
J97,S T SYSTEMS INC,611 VETERAN BLVD STE 107,REDWOOD CITY,CA,940630000,617,0.117,W,High,7,3,,HAZNET,GEPAID,CAC002364943,,S112915899
